sample_id,safe_id,word_idx,word
-3g5yACwYnA$_$9,-3g5yACwYnA__9,0,We
-3g5yACwYnA$_$9,-3g5yACwYnA__9,1,have
-3g5yACwYnA$_$9,-3g5yACwYnA__9,2,many
-3g5yACwYnA$_$9,-3g5yACwYnA__9,3,new
-3g5yACwYnA$_$9,-3g5yACwYnA__9,4,opportunities
-3g5yACwYnA$_$9,-3g5yACwYnA__9,5,through
-3g5yACwYnA$_$9,-3g5yACwYnA__9,6,the
-3g5yACwYnA$_$9,-3g5yACwYnA__9,7,way
-3g5yACwYnA$_$9,-3g5yACwYnA__9,8,things
-3g5yACwYnA$_$9,-3g5yACwYnA__9,9,have
-3g5yACwYnA$_$9,-3g5yACwYnA__9,10,changed
-3g5yACwYnA$_$9,-3g5yACwYnA__9,11,through
-3g5yACwYnA$_$9,-3g5yACwYnA__9,12,the
-3g5yACwYnA$_$9,-3g5yACwYnA__9,13,years
-3g5yACwYnA$_$9,-3g5yACwYnA__9,14,looking
-3g5yACwYnA$_$9,-3g5yACwYnA__9,15,for
-3g5yACwYnA$_$9,-3g5yACwYnA__9,16,new
-3g5yACwYnA$_$9,-3g5yACwYnA__9,17,niche
-3g5yACwYnA$_$9,-3g5yACwYnA__9,18,high
-3g5yACwYnA$_$9,-3g5yACwYnA__9,19,end
-3g5yACwYnA$_$9,-3g5yACwYnA__9,20,value
-3g5yACwYnA$_$9,-3g5yACwYnA__9,21,added
-3g5yACwYnA$_$9,-3g5yACwYnA__9,22,products
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,0,Noncompliance
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,1,can
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,2,result
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,3,in
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,4,legal
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,5,liability
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,6,to
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,7,you
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,8,and
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,9,to
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,10,the
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,11,school
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,12,district
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,13,in
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,14,which
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,15,you
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,16,are
-3nNcZdcdvU$_$5,-3nNcZdcdvU__5,17,employed
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY__2,0,President
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY__2,1,Ronald
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY__2,2,Reagan
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY__2,3,Look
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY__2,4,at
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY__2,5,the
-HwX2H8Z4hY$_$2,-HwX2H8Z4hY__2,6,record
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,0,President
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,1,Ronald
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,2,Reagan
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,3,blamed
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,4,the
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,5,professional
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,6,bureaucracy
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,7,of
-HwX2H8Z4hY$_$5,-HwX2H8Z4hY__5,8,education
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY__6,0,And
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY__6,1,in
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY__6,2,part
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY__6,3,Al
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY__6,4,Shanker
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY__6,5,did
-HwX2H8Z4hY$_$6,-HwX2H8Z4hY__6,6,too
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,0,It
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,1,is
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,2,a
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,3,word
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,4,which
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,5,the
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,6,administrator
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,7,uses
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,8,when
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,9,he
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,10,turns
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,11,around
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,12,anything
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,13,which
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,14,he
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,15,doesn't
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,16,like
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,17,that
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,18,the
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,19,teacher
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,20,is
-HwX2H8Z4hY$_$9,-HwX2H8Z4hY__9,21,doing
-NFrJFQijFE$_$1,-NFrJFQijFE__1,0,Structural
-NFrJFQijFE$_$1,-NFrJFQijFE__1,1,mounts
-NFrJFQijFE$_$1,-NFrJFQijFE__1,2,inside
-NFrJFQijFE$_$1,-NFrJFQijFE__1,3,have
-NFrJFQijFE$_$1,-NFrJFQijFE__1,4,to
-NFrJFQijFE$_$1,-NFrJFQijFE__1,5,be
-NFrJFQijFE$_$1,-NFrJFQijFE__1,6,properly
-NFrJFQijFE$_$1,-NFrJFQijFE__1,7,stress
-NFrJFQijFE$_$1,-NFrJFQijFE__1,8,analyzed
-NFrJFQijFE$_$1,-NFrJFQijFE__1,9,so
-NFrJFQijFE$_$1,-NFrJFQijFE__1,10,we
-NFrJFQijFE$_$1,-NFrJFQijFE__1,11,make
-NFrJFQijFE$_$1,-NFrJFQijFE__1,12,sure
-NFrJFQijFE$_$1,-NFrJFQijFE__1,13,all
-NFrJFQijFE$_$1,-NFrJFQijFE__1,14,that
-NFrJFQijFE$_$1,-NFrJFQijFE__1,15,happens
-NFrJFQijFE$_$2,-NFrJFQijFE__2,0,So
-NFrJFQijFE$_$2,-NFrJFQijFE__2,1,we
-NFrJFQijFE$_$2,-NFrJFQijFE__2,2,coordinate
-NFrJFQijFE$_$2,-NFrJFQijFE__2,3,with
-NFrJFQijFE$_$2,-NFrJFQijFE__2,4,all
-NFrJFQijFE$_$2,-NFrJFQijFE__2,5,the
-NFrJFQijFE$_$2,-NFrJFQijFE__2,6,proper
-NFrJFQijFE$_$2,-NFrJFQijFE__2,7,technical
-NFrJFQijFE$_$2,-NFrJFQijFE__2,8,fields
-NFrJFQijFE$_$2,-NFrJFQijFE__2,9,to
-NFrJFQijFE$_$2,-NFrJFQijFE__2,10,get
-NFrJFQijFE$_$2,-NFrJFQijFE__2,11,ready
-NFrJFQijFE$_$2,-NFrJFQijFE__2,12,for
-NFrJFQijFE$_$2,-NFrJFQijFE__2,13,the
-NFrJFQijFE$_$2,-NFrJFQijFE__2,14,instrument
-NFrJFQijFE$_$2,-NFrJFQijFE__2,15,to
-NFrJFQijFE$_$2,-NFrJFQijFE__2,16,arrive
-NFrJFQijFE$_$2,-NFrJFQijFE__2,17,here
-THoVjtIkeU$_$12,-THoVjtIkeU__12,0,What
-THoVjtIkeU$_$12,-THoVjtIkeU__12,1,ever
-THoVjtIkeU$_$12,-THoVjtIkeU__12,2,we
-THoVjtIkeU$_$12,-THoVjtIkeU__12,3,turn
-THoVjtIkeU$_$12,-THoVjtIkeU__12,4,our
-THoVjtIkeU$_$12,-THoVjtIkeU__12,5,attention
-THoVjtIkeU$_$12,-THoVjtIkeU__12,6,to
-THoVjtIkeU$_$12,-THoVjtIkeU__12,7,is
-THoVjtIkeU$_$12,-THoVjtIkeU__12,8,what
-THoVjtIkeU$_$12,-THoVjtIkeU__12,9,grows
-THoVjtIkeU$_$12,-THoVjtIkeU__12,10,and
-THoVjtIkeU$_$12,-THoVjtIkeU__12,11,so
-THoVjtIkeU$_$12,-THoVjtIkeU__12,12,if
-THoVjtIkeU$_$12,-THoVjtIkeU__12,13,we
-THoVjtIkeU$_$12,-THoVjtIkeU__12,14,believe
-THoVjtIkeU$_$12,-THoVjtIkeU__12,15,that
-THoVjtIkeU$_$12,-THoVjtIkeU__12,16,anything
-THoVjtIkeU$_$12,-THoVjtIkeU__12,17,is
-THoVjtIkeU$_$12,-THoVjtIkeU__12,18,possible
-THoVjtIkeU$_$12,-THoVjtIkeU__12,19,if
-THoVjtIkeU$_$12,-THoVjtIkeU__12,20,we
-THoVjtIkeU$_$12,-THoVjtIkeU__12,21,believe
-THoVjtIkeU$_$12,-THoVjtIkeU__12,22,that
-THoVjtIkeU$_$12,-THoVjtIkeU__12,23,social
-THoVjtIkeU$_$12,-THoVjtIkeU__12,24,justice
-THoVjtIkeU$_$12,-THoVjtIkeU__12,25,can
-THoVjtIkeU$_$12,-THoVjtIkeU__12,26,be
-THoVjtIkeU$_$12,-THoVjtIkeU__12,27,achieved
-THoVjtIkeU$_$12,-THoVjtIkeU__12,28,and
-THoVjtIkeU$_$12,-THoVjtIkeU__12,29,if
-THoVjtIkeU$_$12,-THoVjtIkeU__12,30,we
-THoVjtIkeU$_$12,-THoVjtIkeU__12,31,believe
-THoVjtIkeU$_$12,-THoVjtIkeU__12,32,in
-THoVjtIkeU$_$12,-THoVjtIkeU__12,33,youth
-THoVjtIkeU$_$12,-THoVjtIkeU__12,34,they
-THoVjtIkeU$_$12,-THoVjtIkeU__12,35,will
-THoVjtIkeU$_$12,-THoVjtIkeU__12,36,believe
-THoVjtIkeU$_$12,-THoVjtIkeU__12,37,in
-THoVjtIkeU$_$12,-THoVjtIkeU__12,38,themselves
-THoVjtIkeU$_$2,-THoVjtIkeU__2,0,I
-THoVjtIkeU$_$2,-THoVjtIkeU__2,1,think
-THoVjtIkeU$_$2,-THoVjtIkeU__2,2,social
-THoVjtIkeU$_$2,-THoVjtIkeU__2,3,justice
-THoVjtIkeU$_$2,-THoVjtIkeU__2,4,is
-THoVjtIkeU$_$2,-THoVjtIkeU__2,5,extremely
-THoVjtIkeU$_$2,-THoVjtIkeU__2,6,important
-THoVjtIkeU$_$2,-THoVjtIkeU__2,7,for
-THoVjtIkeU$_$2,-THoVjtIkeU__2,8,young
-THoVjtIkeU$_$2,-THoVjtIkeU__2,9,people
-THoVjtIkeU$_$6,-THoVjtIkeU__6,0,You
-THoVjtIkeU$_$6,-THoVjtIkeU__6,1,know
-THoVjtIkeU$_$6,-THoVjtIkeU__6,2,that
-THoVjtIkeU$_$6,-THoVjtIkeU__6,3,I
-THoVjtIkeU$_$6,-THoVjtIkeU__6,4,think
-THoVjtIkeU$_$6,-THoVjtIkeU__6,5,listening
-THoVjtIkeU$_$6,-THoVjtIkeU__6,6,to
-THoVjtIkeU$_$6,-THoVjtIkeU__6,7,young
-THoVjtIkeU$_$6,-THoVjtIkeU__6,8,people
-THoVjtIkeU$_$6,-THoVjtIkeU__6,9,taking
-THoVjtIkeU$_$6,-THoVjtIkeU__6,10,in
-THoVjtIkeU$_$6,-THoVjtIkeU__6,11,what
-THoVjtIkeU$_$6,-THoVjtIkeU__6,12,they
-THoVjtIkeU$_$6,-THoVjtIkeU__6,13,have
-THoVjtIkeU$_$6,-THoVjtIkeU__6,14,to
-THoVjtIkeU$_$6,-THoVjtIkeU__6,15,say
-THoVjtIkeU$_$6,-THoVjtIkeU__6,16,because
-THoVjtIkeU$_$6,-THoVjtIkeU__6,17,what
-THoVjtIkeU$_$6,-THoVjtIkeU__6,18,we
-THoVjtIkeU$_$6,-THoVjtIkeU__6,19,have
-THoVjtIkeU$_$6,-THoVjtIkeU__6,20,seen
-THoVjtIkeU$_$6,-THoVjtIkeU__6,21,all
-THoVjtIkeU$_$6,-THoVjtIkeU__6,22,around
-THoVjtIkeU$_$6,-THoVjtIkeU__6,23,the
-THoVjtIkeU$_$6,-THoVjtIkeU__6,24,world
-THoVjtIkeU$_$6,-THoVjtIkeU__6,25,is
-THoVjtIkeU$_$6,-THoVjtIkeU__6,26,the
-THoVjtIkeU$_$6,-THoVjtIkeU__6,27,power
-THoVjtIkeU$_$6,-THoVjtIkeU__6,28,of
-THoVjtIkeU$_$6,-THoVjtIkeU__6,29,youth
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,0,And
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,1,all
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,2,of
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,3,them
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,4,are
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,5,really
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,6,being
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,7,able
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,8,to
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,9,explore
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,10,these
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,11,different
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,12,areas
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,13,in
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,14,depth
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,15,in
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,16,a
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,17,way
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,18,that
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,19,really
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,20,wasn't
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,21,available
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,22,before
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,23,the
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,24,center
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,25,was
-UuX1xuaiiE$_$1,-UuX1xuaiiE__1,26,here
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,0,it's
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,1,amazing
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,2,to
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,3,see
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,4,their
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,5,enthusiasm
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,6,and
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,7,their
-UuX1xuaiiE$_$0,-UuX1xuaiiE__0,8,passion
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,0,My
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,1,goal
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,2,is
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,3,to
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,4,become
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,5,a
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,6,human
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,7,rights
-UuX1xuaiiE$_$3,-UuX1xuaiiE__3,8,lawyer
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,0,I
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,1,ended
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,2,up
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,3,going
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,4,to
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,5,work
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,6,for
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,7,the
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,8,US
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,9,government
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,10,as
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,11,an
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,12,intelligence
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,13,analyst
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,14,specializing
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,15,in
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,16,war
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,17,crimes
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,18,and
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,19,human
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,20,rights
-UuX1xuaiiE$_$6,-UuX1xuaiiE__6,21,issues
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,0,And
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,1,if
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,2,you
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,3,clip
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,4,coupons
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,5,if
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,6,you
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,7,don't
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,8,go
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,9,out
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,10,for
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,11,dinner
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,12,and
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,13,movies
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,14,and
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,15,things
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,16,of
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,17,that
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,18,nature
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,19,and
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,20,try
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,21,to
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,22,take
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,23,up
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,24,things
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,25,in
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,26,life
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,27,that
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,28,well
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,29,they
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,30,always
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,31,say
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,32,the
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,33,best
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,34,things
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,35,in
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,36,life
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,37,are
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,38,free
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,39,Reading
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,40,a
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,41,book
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,42,going
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,43,for
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,44,a
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,45,nice
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,46,walk
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,47,and
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,48,of
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,49,course
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,50,combining
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,51,exercise
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,52,and
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,53,various
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,54,things
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,55,of
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,56,that
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,57,nature
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,58,where
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,59,you're
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,60,not
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,61,spending
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,62,money
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,63,per
-a55Q6RWvTA$_$3,-a55Q6RWvTA__3,64,se
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,0,Maybe
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,1,they
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,2,have
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,3,no
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,4,political
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,5,party
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,6,affiliation
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,7,they're
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,8,not
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,9,interested
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,10,in
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,11,politics
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,12,they
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,13,could
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,14,care
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,15,less
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,16,about
-aNfi7CP8vM$_$7,-aNfi7CP8vM__7,17,politics
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,0,In
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,1,2008
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,2,there
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,3,were
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,4,very
-aqamKhZ1Ec$_$0,-aqamKhZ1Ec__0,5,serious
